Date,Time,Price,Action,Position Type,Trade Price,Total Money,Total Point
2023-01-03,09:50:00,1012.1,Open,LONG,1012.1,40000000.0,
2023-01-04,09:50:00,1042.7,Close,None,1042.7,43013000.0,3013000.0000000005
2023-01-04,10:20:00,1047.6,Open,LONG,1047.6,43013000.0,
2023-01-04,13:15:00,1043.4,Close,None,1043.4,42546000.0,2546000.0000000005
2023-01-04,13:35:00,1047.0,Open,LONG,1047.0,42546000.0,
2023-01-04,13:55:00,1039.3,Close,None,1039.3,41729000.0,1729000.0000000005
2023-01-04,14:00:00,1041.6,Open,SHORT,1041.6,41729000.0,
2023-01-04,14:05:00,1045.8,Close,None,1045.8,41262000.0,1262000.0000000005
2023-01-05,09:05:00,1047.0,Open,LONG,1047.0,41262000.0,
2023-01-05,10:50:00,1047.8,Close,None,1047.8,41295000.0,1295000.0000000005
2023-01-05,13:10:00,1048.8,Open,LONG,1048.8,41295000.0,
2023-01-06,09:00:00,1051.4,Close,None,1051.4,41508000.0,1508000.0000000005
2023-01-06,09:40:00,1054.4,Open,LONG,1054.4,41508000.0,
2023-01-06,13:20:00,1059.4,Close,None,1059.4,41961000.0,1961000.0000000005
2023-01-06,13:45:00,1056.5,Open,SHORT,1056.5,41961000.0,
2023-01-09,09:00:00,1060.0,Close,None,1060.0,41564000.0,1564000.0000000005
2023-01-09,09:15:00,1059.9,Open,LONG,1059.9,41564000.0,
2023-01-09,09:45:00,1057.6,Close,None,1057.6,41287000.0,1287000.0000000005
2023-01-09,10:30:00,1062.7,Open,LONG,1062.7,41287000.0,
2023-01-09,10:40:00,1059.7,Close,None,1059.7,40940000.0,940000.0000000005
2023-01-09,13:05:00,1057.0,Open,SHORT,1057.0,40940000.0,
2023-01-10,09:00:00,1055.0,Close,None,1055.0,41093000.0,1093000.0000000005
2023-01-10,10:05:00,1053.0,Open,SHORT,1053.0,41093000.0,
2023-01-10,13:05:00,1052.5,Close,None,1052.5,41096000.0,1096000.0000000005
2023-01-10,13:20:00,1053.5,Open,LONG,1053.5,41096000.0,
2023-01-10,14:00:00,1054.7,Close,None,1054.7,41169000.0,1169000.0000000005
2023-01-10,14:10:00,1059.0,Open,LONG,1059.0,41169000.0,
2023-01-10,14:20:00,1054.3,Close,None,1054.3,40652000.0,652000.0000000005
2023-01-11,09:00:00,1062.6,Open,LONG,1062.6,40652000.0,
2023-01-11,13:20:00,1069.2,Close,None,1069.2,41265000.0,1265000.0000000005
2023-01-11,13:45:00,1065.8,Open,SHORT,1065.8,41265000.0,
2023-01-12,09:00:00,1065.9,Close,None,1065.9,41208000.0,1208000.0000000005
2023-01-12,09:20:00,1067.7,Open,LONG,1067.7,41208000.0,
2023-01-12,10:05:00,1066.3,Close,None,1066.3,41021000.0,1021000.0000000005
2023-01-12,10:10:00,1064.6,Open,SHORT,1064.6,41021000.0,
2023-01-12,13:50:00,1060.0,Close,None,1060.0,41434000.0,1434000.0000000005
2023-01-13,09:05:00,1071.5,Open,LONG,1071.5,41434000.0,
2023-01-13,11:15:00,1069.8,Close,None,1069.8,41217000.0,1217000.0000000005
2023-01-13,13:05:00,1068.1,Open,SHORT,1068.1,41217000.0,
2023-01-13,13:35:00,1070.6,Close,None,1070.6,40920000.0,920000.0000000005
2023-01-13,13:50:00,1065.9,Open,SHORT,1065.9,40920000.0,
2023-01-16,09:00:00,1072.7,Close,None,1072.7,40193000.0,193000.00000000047
2023-01-16,09:25:00,1072.3,Open,LONG,1072.3,40193000.0,
2023-01-16,09:50:00,1069.4,Close,None,1069.4,39856000.0,-143999.99999999953
2023-01-16,10:00:00,1068.2,Open,SHORT,1068.2,39856000.0,
2023-01-16,10:55:00,1068.2,Close,None,1068.2,39809000.0,-190999.99999999953
2023-01-16,11:05:00,1069.9,Open,LONG,1069.9,39809000.0,
2023-01-16,13:10:00,1068.3,Close,None,1068.3,39602000.0,-397999.99999999953
2023-01-16,13:45:00,1072.2,Open,LONG,1072.2,39602000.0,
2023-01-17,13:50:00,1089.0,Close,None,1089.0,41235000.0,1235000.0000000007
