Date,Time,Price,Action,Position Type,Trade Price,Total Money,Total Point
2023-01-03,09:50:00,1012.1,Open,LONG,1012.1,40000000.0,
2023-01-04,10:55:00,1047.4,Close,None,1047.4,43483000.0,3483000.0
2023-01-04,13:35:00,1047.0,Open,LONG,1047.0,43483000.0,
2023-01-04,13:55:00,1039.3,Close,None,1039.3,42666000.0,2666000.0
2023-01-04,14:00:00,1041.6,Open,SHORT,1041.6,42666000.0,
2023-01-04,14:05:00,1045.8,Close,None,1045.8,42199000.0,2199000.0
2023-01-05,09:00:00,1046.0,Open,LONG,1046.0,42199000.0,
2023-01-05,10:50:00,1047.8,Close,None,1047.8,42332000.0,2332000.0
2023-01-05,13:10:00,1048.8,Open,LONG,1048.8,42332000.0,
2023-01-06,09:00:00,1051.4,Close,None,1051.4,42545000.0,2545000.0
2023-01-06,09:30:00,1053.7,Open,LONG,1053.7,42545000.0,
2023-01-06,13:20:00,1059.4,Close,None,1059.4,43068000.0,3068000.0
2023-01-06,13:45:00,1056.5,Open,SHORT,1056.5,43068000.0,
2023-01-09,09:00:00,1060.0,Close,None,1060.0,42671000.0,2671000.0
2023-01-09,09:25:00,1059.9,Open,LONG,1059.9,42671000.0,
2023-01-09,09:45:00,1057.6,Close,None,1057.6,42394000.0,2394000.0
2023-01-09,10:30:00,1062.7,Open,LONG,1062.7,42394000.0,
2023-01-09,10:40:00,1059.7,Close,None,1059.7,42047000.0,2047000.0
2023-01-09,13:10:00,1058.0,Open,SHORT,1058.0,42047000.0,
2023-01-10,09:00:00,1055.0,Close,None,1055.0,42300000.0,2300000.0
2023-01-10,10:05:00,1053.0,Open,SHORT,1053.0,42300000.0,
2023-01-10,13:05:00,1052.5,Close,None,1052.5,42303000.0,2303000.0
2023-01-10,13:45:00,1059.2,Open,LONG,1059.2,42303000.0,
2023-01-10,14:00:00,1054.7,Close,None,1054.7,41806000.0,1806000.0
2023-01-10,14:10:00,1059.0,Open,LONG,1059.0,41806000.0,
2023-01-10,14:20:00,1054.3,Close,None,1054.3,41289000.0,1289000.0
2023-01-11,09:00:00,1062.6,Open,LONG,1062.6,41289000.0,
2023-01-11,13:40:00,1065.8,Close,None,1065.8,41562000.0,1562000.0
2023-01-11,14:00:00,1064.9,Open,SHORT,1064.9,41562000.0,
2023-01-12,09:00:00,1065.9,Close,None,1065.9,41415000.0,1415000.0
2023-01-12,09:40:00,1067.1,Open,LONG,1067.1,41415000.0,
2023-01-12,10:05:00,1066.3,Close,None,1066.3,41288000.0,1288000.0
2023-01-12,10:15:00,1064.7,Open,SHORT,1064.7,41288000.0,
2023-01-12,13:50:00,1060.0,Close,None,1060.0,41711000.0,1711000.0
2023-01-13,09:05:00,1071.5,Open,LONG,1071.5,41711000.0,
2023-01-13,11:15:00,1069.8,Close,None,1069.8,41494000.0,1494000.0
2023-01-13,13:20:00,1068.6,Open,SHORT,1068.6,41494000.0,
2023-01-13,13:35:00,1070.6,Close,None,1070.6,41247000.0,1247000.0
2023-01-13,13:50:00,1065.9,Open,SHORT,1065.9,41247000.0,
2023-01-16,09:00:00,1072.7,Close,None,1072.7,40520000.0,520000.0
2023-01-16,09:25:00,1072.3,Open,LONG,1072.3,40520000.0,
2023-01-16,09:50:00,1069.4,Close,None,1069.4,40183000.0,183000.0
2023-01-16,10:20:00,1065.8,Open,SHORT,1065.8,40183000.0,
2023-01-16,10:55:00,1068.2,Close,None,1068.2,39896000.0,-104000.0
2023-01-16,13:45:00,1072.2,Open,LONG,1072.2,39896000.0,
2023-01-17,13:50:00,1089.0,Close,None,1089.0,41529000.0,1529000.0000000002
2023-01-17,14:15:00,1098.9,Open,LONG,1098.9,41529000.0,
2023-01-18,13:40:00,1110.4,Close,None,1110.4,42632000.0,2632000.0
2023-01-18,13:45:00,1116.2,Open,LONG,1116.2,42632000.0,
2023-01-19,09:00:00,1113.5,Close,None,1113.5,42315000.0,2315000.0
2023-01-19,09:45:00,1118.4,Open,LONG,1118.4,42315000.0,
2023-01-19,10:55:00,1119.4,Close,None,1119.4,42368000.0,2368000.0
2023-01-19,11:25:00,1116.4,Open,SHORT,1116.4,42368000.0,
2023-01-19,13:30:00,1118.6,Close,None,1118.6,42101000.0,2101000.0
2023-01-19,13:50:00,1119.9,Open,LONG,1119.9,42101000.0,
2023-01-27,09:00:00,1139.4,Close_Future_Expired,None,1139.4,44004000.0,1950000.0
2023-01-27,10:05:00,1138.8,Open,SHORT,1138.8,44004000.0,
2023-01-27,10:45:00,1141.3,Close,None,1141.3,43707000.0,1653000.0
2023-01-27,11:20:00,1141.7,Open,LONG,1141.7,43707000.0,
2023-01-27,13:00:00,1140.7,Close,None,1140.7,43560000.0,1506000.0
2023-01-27,13:45:00,1139.0,Open,SHORT,1139.0,43560000.0,
2023-01-30,13:15:00,1125.3,Close,None,1125.3,44883000.0,2829000.0
2023-01-30,13:35:00,1122.5,Open,SHORT,1122.5,44883000.0,
2023-01-30,13:55:00,1124.8,Close,None,1124.8,44606000.0,2552000.0
2023-01-30,14:00:00,1120.5,Open,SHORT,1120.5,44606000.0,
2023-01-31,13:35:00,1104.4,Close,None,1104.4,46169000.0,4115000.0
2023-01-31,13:50:00,1109.6,Open,LONG,1109.6,46169000.0,
2023-02-01,10:40:00,1116.8,Close,None,1116.8,46842000.0,4788000.0
2023-02-01,10:55:00,1114.3,Open,SHORT,1114.3,46842000.0,
2023-02-01,13:25:00,1118.3,Close,None,1118.3,46395000.0,4341000.0
2023-02-01,13:35:00,1121.7,Open,LONG,1121.7,46395000.0,
2023-02-01,13:50:00,1114.8,Close,None,1114.8,45658000.0,3604000.0
2023-02-01,14:00:00,1104.7,Open,SHORT,1104.7,45658000.0,
2023-02-02,11:10:00,1094.4,Close,None,1094.4,46641000.0,4587000.0
2023-02-02,13:40:00,1088.5,Open,SHORT,1088.5,46641000.0,
2023-02-02,13:45:00,1091.5,Close,None,1091.5,46294000.0,4240000.0
2023-02-02,13:55:00,1095.9,Open,LONG,1095.9,46294000.0,
2023-02-02,14:00:00,1092.1,Close,None,1092.1,45867000.0,3813000.0
2023-02-03,09:05:00,1089.0,Open,SHORT,1089.0,45867000.0,
2023-02-03,10:30:00,1090.6,Close,None,1090.6,45660000.0,3606000.0
2023-02-03,10:45:00,1088.7,Open,SHORT,1088.7,45660000.0,
2023-02-03,13:00:00,1090.0,Close,None,1090.0,45483000.0,3429000.0
2023-02-03,13:20:00,1087.0,Open,SHORT,1087.0,45483000.0,
2023-02-06,10:50:00,1077.6,Close,None,1077.6,46376000.0,4322000.0
2023-02-06,11:15:00,1081.0,Open,LONG,1081.0,46376000.0,
2023-02-06,13:35:00,1079.1,Close,None,1079.1,46139000.0,4085000.0
2023-02-06,14:15:00,1087.9,Open,LONG,1087.9,46139000.0,
2023-02-07,10:45:00,1087.6,Close,None,1087.6,46062000.0,4008000.0
2023-02-07,11:00:00,1085.5,Open,SHORT,1085.5,46062000.0,
2023-02-08,09:00:00,1071.0,Close,None,1071.0,47465000.0,5411000.0
2023-02-08,10:55:00,1072.5,Open,SHORT,1072.5,47465000.0,
2023-02-08,13:30:00,1071.8,Close,None,1071.8,47488000.0,5434000.0
2023-02-08,14:00:00,1077.7,Open,LONG,1077.7,47488000.0,
2023-02-08,14:20:00,1072.8,Close,None,1072.8,46951000.0,4897000.0
2023-02-09,09:05:00,1067.9,Open,SHORT,1067.9,46951000.0,
2023-02-09,10:15:00,1069.0,Close,None,1069.0,46794000.0,4740000.0
2023-02-09,13:25:00,1069.9,Open,LONG,1069.9,46794000.0,
2023-02-09,13:30:00,1066.9,Close,None,1066.9,46447000.0,4393000.0
2023-02-09,13:45:00,1070.8,Open,LONG,1070.8,46447000.0,
2023-02-09,14:10:00,1068.0,Close,None,1068.0,46120000.0,4066000.0
2023-02-09,14:15:00,1072.2,Open,LONG,1072.2,46120000.0,
2023-02-09,14:25:00,1062.0,Close,None,1062.0,45053000.0,2999000.0
2023-02-10,09:00:00,1056.8,Open,SHORT,1056.8,45053000.0,
2023-02-13,14:15:00,1033.9,Close,None,1033.9,47296000.0,5242000.0
2023-02-14,09:25:00,1036.2,Open,LONG,1036.2,47296000.0,
2023-02-14,09:45:00,1034.4,Close,None,1034.4,47069000.0,5015000.0
2023-02-14,10:10:00,1037.4,Open,LONG,1037.4,47069000.0,
2023-02-14,11:15:00,1035.9,Close,None,1035.9,46872000.0,4818000.0
2023-02-14,13:25:00,1033.0,Open,SHORT,1033.0,46872000.0,
2023-02-14,13:35:00,1035.3,Close,None,1035.3,46595000.0,4541000.0
2023-02-14,13:45:00,1032.8,Open,SHORT,1032.8,46595000.0,
2023-02-15,09:40:00,1032.2,Close,None,1032.2,46608000.0,4554000.0
2023-02-15,09:55:00,1035.3,Open,LONG,1035.3,46608000.0,
2023-02-15,13:25:00,1040.5,Close,None,1040.5,47081000.0,5027000.0
2023-02-15,14:05:00,1035.3,Open,SHORT,1035.3,47081000.0,
2023-02-16,09:00:00,1042.9,Close,None,1042.9,46274000.0,4220000.0
2023-02-16,09:10:00,1044.8,Open,LONG,1044.8,46274000.0,
2023-02-16,13:00:00,1043.8,Close,None,1043.8,46127000.0,4073000.0
2023-02-16,13:35:00,1041.4,Open,SHORT,1041.4,46127000.0,
2023-02-16,13:45:00,1045.0,Close,None,1045.0,45720000.0,3666000.0
2023-02-16,14:00:00,1048.5,Open,LONG,1048.5,45720000.0,
2023-02-17,09:00:00,1051.2,Close_Future_Expired,None,1051.2,45943000.00000001,270000.00000000454
2023-02-17,10:10:00,1047.3,Open,SHORT,1047.3,45943000.00000001,
2023-02-17,13:35:00,1047.5,Close,None,1047.5,45876000.00000001,203000.00000000454
2023-02-17,13:55:00,1043.5,Open,SHORT,1043.5,45876000.00000001,
2023-02-17,14:10:00,1046.8,Close,None,1046.8,45499000.00000001,-173999.9999999954
2023-02-20,09:00:00,1050.8,Open,LONG,1050.8,45499000.00000001,
2023-02-21,11:00:00,1083.8,Close,None,1083.8,48752000.00000001,3079000.0000000047
2023-02-21,13:25:00,1082.7,Open,SHORT,1082.7,48752000.00000001,
2023-02-21,13:30:00,1086.3,Close,None,1086.3,48345000.00000001,2672000.0000000047
2023-02-21,13:40:00,1087.7,Open,LONG,1087.7,48345000.00000001,
2023-02-21,13:55:00,1084.0,Close,None,1084.0,47928000.00000001,2255000.0000000047
2023-02-21,14:00:00,1087.2,Open,LONG,1087.2,47928000.00000001,
2023-02-21,14:10:00,1081.4,Close,None,1081.4,47301000.00000001,1628000.0000000047
2023-02-21,14:25:00,1077.2,Open,SHORT,1077.2,47301000.00000001,
2023-02-22,13:40:00,1066.5,Close,None,1066.5,48324000.00000001,2651000.0000000047
2023-02-23,09:00:00,1045.6,Open,SHORT,1045.6,48324000.00000001,
2023-02-23,14:20:00,1036.5,Close,None,1036.5,49187000.00000001,3514000.0000000047
2023-02-24,09:00:00,1046.2,Open,LONG,1046.2,49187000.00000001,
2023-02-24,09:20:00,1042.0,Close,None,1042.0,48720000.00000001,3047000.0000000047
2023-02-24,09:40:00,1043.6,Open,LONG,1043.6,48720000.00000001,
2023-02-24,09:45:00,1040.5,Close,None,1040.5,48363000.00000001,2690000.0000000047
2023-02-24,10:30:00,1036.3,Open,SHORT,1036.3,48363000.00000001,
2023-02-24,14:20:00,1032.2,Close,None,1032.2,48726000.00000001,3053000.0000000047
2023-02-27,09:00:00,1017.4,Open,SHORT,1017.4,48726000.00000001,
2023-02-27,13:00:00,1007.0,Close,None,1007.0,49719000.00000001,4046000.0000000047
2023-02-27,13:55:00,1017.0,Open,LONG,1017.0,49719000.00000001,
2023-02-27,14:15:00,1010.7,Close,None,1010.7,49042000.00000001,3369000.0000000047
2023-02-28,09:05:00,1016.4,Open,LONG,1016.4,49042000.00000001,
2023-02-28,13:00:00,1017.5,Close,None,1017.5,49105000.00000001,3432000.0000000047
2023-02-28,13:35:00,1015.5,Open,SHORT,1015.5,49105000.00000001,
2023-03-01,10:20:00,1006.1,Close,None,1006.1,49998000.00000001,4325000.000000005
2023-03-01,10:40:00,1013.8,Open,LONG,1013.8,49998000.00000001,
2023-03-01,13:50:00,1020.6,Close,None,1020.6,50631000.00000001,4958000.000000005
2023-03-01,14:10:00,1029.5,Open,LONG,1029.5,50631000.00000001,
2023-03-02,10:25:00,1028.7,Close,None,1028.7,50504000.00000001,4831000.000000005
2023-03-02,10:55:00,1024.7,Open,SHORT,1024.7,50504000.00000001,
2023-03-02,11:25:00,1027.9,Close,None,1027.9,50137000.00000001,4464000.000000005
2023-03-02,13:05:00,1032.1,Open,LONG,1032.1,50137000.00000001,
2023-03-02,13:20:00,1027.3,Close,None,1027.3,49610000.00000001,3937000.0000000047
2023-03-02,13:55:00,1022.8,Open,SHORT,1022.8,49610000.00000001,
2023-03-02,14:00:00,1028.3,Close,None,1028.3,49013000.00000001,3340000.0000000047
2023-03-02,14:20:00,1029.5,Open,LONG,1029.5,49013000.00000001,
2023-03-02,14:25:00,1024.7,Close,None,1024.7,48486000.00000001,2813000.0000000047
2023-03-02,14:25:00,1024.7,Open,SHORT,1024.7,48486000.00000001,
2023-03-03,09:00:00,1029.8,Close,None,1029.8,47929000.00000001,2256000.0000000047
2023-03-03,09:00:00,1029.8,Open,LONG,1029.8,47929000.00000001,
2023-03-03,09:35:00,1028.2,Close,None,1028.2,47722000.00000001,2049000.0000000047
2023-03-03,10:10:00,1025.1,Open,SHORT,1025.1,47722000.00000001,
2023-03-03,13:55:00,1020.6,Close,None,1020.6,48125000.00000001,2452000.0000000047
2023-03-03,14:20:00,1013.8,Open,SHORT,1013.8,48125000.00000001,
2023-03-06,09:05:00,1017.8,Close,None,1017.8,47678000.00000001,2005000.0000000047
2023-03-06,09:25:00,1026.0,Open,LONG,1026.0,47678000.00000001,
2023-03-06,13:25:00,1027.6,Close,None,1027.6,47791000.00000001,2118000.0000000047
2023-03-06,13:45:00,1025.9,Open,SHORT,1025.9,47791000.00000001,
2023-03-07,09:00:00,1020.4,Close,None,1020.4,48294000.00000001,2621000.0000000047
2023-03-07,10:00:00,1030.7,Open,LONG,1030.7,48294000.00000001,
2023-03-07,10:15:00,1027.7,Close,None,1027.7,47947000.00000001,2274000.0000000047
2023-03-07,10:55:00,1029.9,Open,LONG,1029.9,47947000.00000001,
2023-03-07,11:05:00,1027.2,Close,None,1027.2,47630000.00000001,1957000.0000000047
2023-03-07,14:00:00,1038.0,Open,LONG,1038.0,47630000.00000001,
2023-03-07,14:10:00,1034.1,Close,None,1034.1,47193000.00000001,1520000.0000000047
