Date,Time,Price,Action,Position Type,Trade Price,Total Money,Total Point
2023-01-03,09:50:00,1012.1,Open,LONG,1012.1,40000000.0,
2023-01-04,09:50:00,1042.7,Close,None,1042.7,43013000.0,3013000.0000000005
2023-01-04,10:20:00,1047.6,Open,LONG,1047.6,43013000.0,
2023-01-04,13:15:00,1043.4,Close,None,1043.4,42546000.0,2546000.0000000005
2023-01-04,13:35:00,1047.0,Open,LONG,1047.0,42546000.0,
2023-01-04,13:55:00,1039.3,Close,None,1039.3,41729000.0,1729000.0000000005
2023-01-04,14:00:00,1041.6,Open,SHORT,1041.6,41729000.0,
2023-01-04,14:05:00,1045.8,Close,None,1045.8,41262000.0,1262000.0000000005
2023-01-05,09:05:00,1047.0,Open,LONG,1047.0,41262000.0,
2023-01-05,10:50:00,1047.8,Close,None,1047.8,41295000.0,1295000.0000000005
2023-01-05,11:25:00,1047.0,Open,SHORT,1047.0,41295000.0,
2023-01-05,13:05:00,1047.9,Close,None,1047.9,41158000.0,1158000.0000000005
2023-01-05,13:10:00,1048.8,Open,LONG,1048.8,41158000.0,
2023-01-06,09:00:00,1051.4,Close,None,1051.4,41371000.0,1371000.0000000005
2023-01-06,09:40:00,1054.4,Open,LONG,1054.4,41371000.0,
2023-01-06,13:20:00,1059.4,Close,None,1059.4,41824000.0,1824000.0000000005
2023-01-06,13:45:00,1056.5,Open,SHORT,1056.5,41824000.0,
2023-01-09,09:00:00,1060.0,Close,None,1060.0,41427000.0,1427000.0000000005
2023-01-09,09:15:00,1059.9,Open,LONG,1059.9,41427000.0,
2023-01-09,09:45:00,1057.6,Close,None,1057.6,41150000.0,1150000.0000000005
2023-01-09,10:30:00,1062.7,Open,LONG,1062.7,41150000.0,
2023-01-09,10:40:00,1059.7,Close,None,1059.7,40803000.0,803000.0000000005
2023-01-09,13:05:00,1057.0,Open,SHORT,1057.0,40803000.0,
2023-01-10,09:00:00,1055.0,Close,None,1055.0,40956000.0,956000.0000000005
2023-01-10,09:55:00,1054.0,Open,SHORT,1054.0,40956000.0,
2023-01-10,13:05:00,1052.5,Close,None,1052.5,41059000.0,1059000.0000000005
2023-01-10,13:20:00,1053.5,Open,LONG,1053.5,41059000.0,
2023-01-10,14:00:00,1054.7,Close,None,1054.7,41132000.0,1132000.0000000005
2023-01-10,14:10:00,1059.0,Open,LONG,1059.0,41132000.0,
2023-01-10,14:20:00,1054.3,Close,None,1054.3,40615000.0,615000.0000000005
2023-01-11,09:00:00,1062.6,Open,LONG,1062.6,40615000.0,
2023-01-11,13:20:00,1069.2,Close,None,1069.2,41228000.0,1228000.0000000005
2023-01-11,13:45:00,1065.8,Open,SHORT,1065.8,41228000.0,
2023-01-12,09:00:00,1065.9,Close,None,1065.9,41171000.0,1171000.0000000005
2023-01-12,09:20:00,1067.7,Open,LONG,1067.7,41171000.0,
2023-01-12,10:05:00,1066.3,Close,None,1066.3,40984000.0,984000.0000000005
2023-01-12,10:10:00,1064.6,Open,SHORT,1064.6,40984000.0,
2023-01-12,13:50:00,1060.0,Close,None,1060.0,41397000.0,1397000.0000000005
2023-01-13,09:05:00,1071.5,Open,LONG,1071.5,41397000.0,
2023-01-13,11:15:00,1069.8,Close,None,1069.8,41180000.0,1180000.0000000005
2023-01-13,13:05:00,1068.1,Open,SHORT,1068.1,41180000.0,
2023-01-13,13:35:00,1070.6,Close,None,1070.6,40883000.0,883000.0000000005
2023-01-13,13:50:00,1065.9,Open,SHORT,1065.9,40883000.0,
2023-01-16,09:00:00,1072.7,Close,None,1072.7,40156000.0,156000.00000000047
2023-01-16,09:25:00,1072.3,Open,LONG,1072.3,40156000.0,
2023-01-16,09:50:00,1069.4,Close,None,1069.4,39819000.0,-180999.99999999953
2023-01-16,10:00:00,1068.2,Open,SHORT,1068.2,39819000.0,
2023-01-16,10:55:00,1068.2,Close,None,1068.2,39772000.0,-227999.99999999953
2023-01-16,11:05:00,1069.9,Open,LONG,1069.9,39772000.0,
2023-01-16,13:10:00,1068.3,Close,None,1068.3,39565000.0,-434999.99999999953
